nombre_cliente,Folio,capital,porcentaje,tipo_contrato,completado,fecha,nombre_ejecutivo
Orv Kohneke,34-859-6130,3000,40,renovacion,1,5/16/2020,Perla
Kylila Chmarny,44-141-3514,5500,60,reestructutacion,1,2/1/2021,Horacio
Jud Trimme,86-106-2535,5000,27,reestructutacion,1,9/25/2020,Grisel
Chaddie Marquet,75-983-2144,2000,40,renovacion,1,8/27/2019,Daniel
Shalne Lubbock,75-106-9321,6000,27,reestructutacion,,4/18/2019,Rosa
Marshall Horsburgh,26-387-1405,3000,27,reestructutacion,1,3/29/2020,Felipe
Othelia Marien,25-705-3160,2500,40,renovacion,1,5/18/2020,Ismael
Charo Eales,12-455-6875,1500,13,reestructutacion,1,11/23/2021,Mitchel
Pete Raisbeck,59-770-4998,5500,40,renovacion,1,4/12/2022,Monserrat
Essa Shovel,90-031-9743,4000,13,nuevo,1,12/22/2020,Anthony
Deeanne Dye,38-801-1458,5000,40,nuevo,1,12/5/2019,Alvaro
Jehu Houlridge,28-008-3198,4500,60,nuevo,1,2/1/2021,Monserrat
Jock Leppington,30-465-6705,2500,40,renovacion,,5/2/2019,Fanny
Tabbi Grent,69-708-0594,5500,13,reestructutacion,,7/12/2020,Rafael
Madelene Rekes,92-145-2867,5000,40,renovacion,1,2/2/2020,Rosa
Barr Esby,75-289-9454,2000,40,nuevo,1,10/31/2020,Ángel
Gilburt Sweett,96-213-7401,4000,13,nuevo,1,8/17/2019,Ángel
Rey Towler,23-061-9677,3000,40,nuevo,1,2/22/2021,Anthony
Marge Loncaster,68-999-5896,1000,27,renovacion,1,4/23/2020,Fabiola
Jessalin Parish,76-958-4287,5500,13,renovacion,1,7/13/2020,Grisel
Jori Eslie,25-021-0567,2500,13,reestructutacion,1,4/7/2020,Miguel
Ronna Fritchley,96-635-6561,5500,27,renovacion,,2/20/2020,Francisco
Malchy Kleinhaus,26-909-2543,1000,13,renovacion,1,1/29/2020,Belen
Fidela Moorcraft,11-075-1740,2500,27,renovacion,,11/8/2019,Horacio
Bart Jinkinson,93-435-9817,6000,60,reestructutacion,1,3/14/2021,Fabiola
Reider Wathan,17-288-5867,3500,40,reestructutacion,1,6/16/2019,Rafael
Nicolai Kember,58-112-7903,5500,40,reestructutacion,1,7/8/2020,Saul
Osmund Rutgers,02-677-5782,4000,40,reestructutacion,,9/17/2019,Mitchel
Steffie Henriques,23-814-8538,5000,13,nuevo,,11/6/2021,Alvaro
Karry Brazier,63-931-5906,1500,13,renovacion,1,5/20/2019,Daniel
Quincey Beach,35-892-1767,3500,13,nuevo,1,7/2/2020,Anthony
Sadye Caig,06-969-9654,1500,60,reestructutacion,1,3/6/2022,Monica
Terrance Ledgister,21-154-5831,5500,13,reestructutacion,1,6/22/2019,Jorge
Ezra Berk,66-856-5684,4000,27,nuevo,1,9/30/2021,Alvaro
Byram Etherington,53-410-4254,2500,27,reestructutacion,1,1/25/2022,Jorge
Erinna Donnett,78-207-6185,6000,60,reestructutacion,,7/1/2020,Natali
Hermia Papa,82-357-7593,2500,13,nuevo,1,12/27/2021,Belen
Janella Geelan,05-513-1979,1500,13,reestructutacion,,9/5/2020,Alvaro
Bailey Benbough,18-649-3952,4000,40,renovacion,,1/27/2020,Miguel
Griselda Twitching,89-770-0665,2500,27,renovacion,1,7/16/2020,Ismael
Gail Edwicker,08-099-8737,2500,13,renovacion,1,9/23/2021,Saul
Noelle Gauld,72-040-0553,3500,13,renovacion,,9/22/2019,Fabiola
Joice Davio,25-471-9686,4000,27,renovacion,,8/31/2021,Sandra
Ansell Nicholson,82-438-4666,3500,13,nuevo,1,2/22/2022,Heber
Yelena Crookall,25-673-9225,5000,60,reestructutacion,1,4/21/2020,Belen
Finn Klimentyev,65-532-5919,3000,40,renovacion,1,4/30/2019,Francisco
Truman Crummey,86-484-3130,2000,40,nuevo,,10/27/2020,Perla
Barde Dehm,72-249-1350,5000,27,renovacion,1,4/16/2022,Saul
Flynn Bowlands,40-349-7700,1000,27,renovacion,,2/7/2020,Cristobal
Skelly Claricoates,77-665-0711,5000,13,reestructutacion,1,6/13/2021,Perla
Ned Cecchi,51-791-3350,2500,40,renovacion,1,3/18/2020,Juan
Franz Reddlesden,14-368-6077,5000,60,reestructutacion,,12/2/2019,Luis
Hermann Mewha,60-705-9371,1500,60,renovacion,1,1/24/2021,Grisel
Carmelina McKeachie,20-035-5924,6000,27,nuevo,1,6/10/2021,Monica
Cristobal Hardison,27-469-6048,3500,27,reestructutacion,1,10/10/2019,Jose
Roscoe Marler,06-057-1375,1500,13,reestructutacion,1,7/10/2019,Fanny
Britney Bunhill,47-287-7503,4000,13,nuevo,1,3/29/2021,Grisel
Mady Standley,96-486-2237,2000,40,nuevo,,8/30/2019,Miguel
Jeffie Mostyn,50-812-2002,2500,27,reestructutacion,1,12/16/2021,Perla
Elene Giorgione,12-976-0784,3000,60,reestructutacion,,11/25/2021,Dulce
Zebulen Heynel,82-396-4420,5500,40,reestructutacion,,9/12/2020,Ismael
Sanford Ramiro,08-431-6091,4500,13,nuevo,1,4/25/2019,
Allyson Dornin,35-874-3146,5000,40,reestructutacion,,11/22/2019,Jose
Daffy Fronzek,55-375-4954,3500,60,reestructutacion,,1/11/2022,Francisco
Giavani Howkins,27-081-1574,6000,40,nuevo,1,4/16/2021,Ismael
Reagen Steffens,02-940-1897,3000,13,nuevo,1,3/4/2020,Rosa
Alejoa Atwood,36-436-5685,2500,60,nuevo,1,11/3/2019,Fabiola
Esme Novacek,69-174-7042,2000,13,reestructutacion,1,10/22/2021,Perla
Michal Capini,91-556-3440,5000,27,nuevo,,2/21/2021,Rafael
Raviv Gurko,16-132-4553,6000,27,renovacion,1,1/30/2020,Monserrat
Yancey Quilter,96-806-5560,5500,27,nuevo,1,1/25/2021,Blas
Merrile Brunskill,45-636-7945,1000,60,renovacion,1,4/6/2021,
Olly Spanswick,21-328-0559,1000,27,reestructutacion,1,9/3/2020,Anthony
Zebadiah Rodge,81-882-5037,2000,27,nuevo,1,4/6/2021,Efraín
Gilda Crowch,98-734-2102,5500,60,reestructutacion,1,9/1/2019,Aketzali
Isidor Blesli,22-754-1462,4500,13,nuevo,1,2/2/2021,Anthony
Martie Battie,30-888-6353,6000,13,renovacion,1,5/14/2020,Dulce
Elia Roche,67-193-1820,3000,60,reestructutacion,1,6/29/2019,Ismael
Adel Quan,61-460-4627,4500,60,reestructutacion,1,9/7/2019,Horacio
Sharon Virr,25-609-8498,3500,60,nuevo,1,1/16/2021,Belen
Rakel Ferrick,42-266-6184,3000,40,renovacion,,3/27/2022,Fanny
Ayn Szantho,73-898-9345,2000,60,reestructutacion,,5/21/2020,Natali
Merrel Woodroff,73-212-7634,1500,27,nuevo,1,1/14/2021,Blas
Edee Parlett,78-758-6730,3500,13,renovacion,,11/23/2020,Horacio
Reinaldo Seabrocke,44-468-1008,2000,40,nuevo,1,3/21/2022,Sandra
Clarey Jopling,80-562-6712,1000,40,renovacion,1,8/7/2019,Aketzali
Micah Queen,95-912-7487,2500,13,reestructutacion,1,10/13/2021,Blas
Mame Flaverty,86-871-3029,5000,13,reestructutacion,1,1/13/2020,Horacio
Mariejeanne Michelotti,87-727-2402,3000,60,renovacion,,8/9/2021,Saul
Cirillo Meece,95-074-4039,2000,60,nuevo,1,8/6/2019,Noa
Bari Rodway,16-022-9761,2500,60,renovacion,,1/17/2020,Fabiola
Joelynn Caville,30-706-3895,1500,13,nuevo,1,3/17/2022,Noa
Lorens George,11-439-8634,5500,60,nuevo,1,7/22/2019,Aketzali
Gavra Collet,47-970-6143,5000,27,renovacion,1,9/1/2021,Ismael
Des Albiston,24-453-9082,5500,40,renovacion,,5/16/2019,Efraín
Hallie Pierucci,42-170-6315,5000,13,renovacion,,6/16/2021,Luis
Alfy Treasaden,88-791-1455,3500,13,nuevo,,12/31/2021,Francisco
Baron Sachno,56-397-6307,5500,13,reestructutacion,,11/23/2020,Efraín
Frans Chawkley,96-108-8506,3500,13,reestructutacion,1,10/24/2020,Miguel
Sigmund Shears,35-372-2220,1000,60,reestructutacion,1,8/23/2020,Felipe
Danya Brant,88-841-4991,2500,27,reestructutacion,1,10/10/2019,Monserrat
Odie MacNeillie,31-348-6608,3500,27,reestructutacion,1,5/8/2020,Jorge
Marc Lundie,85-426-9723,1500,40,reestructutacion,1,8/23/2021,Horacio
Launce Masey,97-568-5368,4500,40,reestructutacion,1,8/23/2020,Rafael
Muffin Cashford,55-503-4035,3000,40,reestructutacion,,3/20/2020,Monserrat
Ralf Gounin,33-226-4931,4500,40,nuevo,1,2/10/2020,Cristobal
Ellery Colegrove,30-044-0010,2500,27,renovacion,1,10/10/2019,Horacio
Amalle Shakesbye,17-293-1118,4500,40,renovacion,,11/10/2021,Aketzali
Myron Lawerence,17-979-6508,2500,60,renovacion,1,12/17/2021,Jorge
Dot Schwier,48-913-5325,5500,27,renovacion,1,10/23/2019,Jorge
Inger Duggon,14-720-0676,6000,40,nuevo,1,2/12/2021,Noa
Margie Tromans,72-101-5519,1000,27,renovacion,1,12/13/2019,Fabiola
Elfrieda Stinchcombe,22-244-5986,5000,40,reestructutacion,1,4/11/2022,Horacio
Alexia Tortoishell,44-151-8440,3000,13,nuevo,,11/19/2021,Grisel
Vassily Ferraresi,32-796-1554,4000,60,reestructutacion,,5/3/2019,Juan
Mignonne Olyff,94-395-3323,5000,13,nuevo,,5/15/2019,Daniel
Victoir Henner,01-805-6261,4000,27,nuevo,1,4/26/2021,Felipe
Mareah Lavigne,69-821-8810,3000,13,nuevo,,7/24/2020,Juan
Whitney Lemmen,56-745-3281,5000,60,reestructutacion,,4/21/2021,Blas
Michael Mayston,52-712-5593,4500,60,nuevo,1,9/30/2020,Miguel
Elladine Saladino,80-332-1018,4000,13,reestructutacion,1,3/9/2021,Jose
Corabel Scyner,76-607-5471,4000,40,nuevo,,10/3/2020,Perla
Jessee Savage,73-529-4396,5500,40,renovacion,1,4/18/2020,Mitchel
Philippe Bascombe,31-526-7830,6000,40,reestructutacion,1,7/8/2020,Anthony
Corrie Moncur,52-571-5981,2500,60,renovacion,,6/28/2021,Ismael
Raynor Alejandro,96-456-0758,6000,40,renovacion,1,3/14/2021,Anthony
Aymer Leeke,09-894-4765,2000,27,nuevo,1,12/2/2021,Belen
Elisha Gregoire,45-342-6727,3000,60,nuevo,,11/17/2021,Aketzali
Locke Venditto,05-129-8322,2000,27,nuevo,,12/25/2019,
Farr Betchley,84-515-6618,5000,40,reestructutacion,1,5/8/2020,Felipe
Chevy Balint,24-759-0050,1500,40,renovacion,1,10/9/2021,Ismael
Sauveur McGuiney,01-158-1310,1500,27,nuevo,1,9/20/2020,Ismael
Seward Barringer,69-176-6155,1000,13,renovacion,,6/18/2019,Cristobal
Ruperta Coppins,70-474-2859,3000,13,renovacion,1,5/22/2021,Juan
Milicent Hambrick,24-266-0113,1000,60,nuevo,1,8/2/2020,Efraín
Romonda Pettifer,04-472-5549,2000,60,renovacion,,6/20/2021,Mitchel
Anny Bradlaugh,01-280-7873,5000,27,nuevo,1,11/26/2019,Miguel
Ransom Stiffell,23-729-1237,1000,13,nuevo,1,3/1/2021,Francisco
Boone Martino,73-276-4742,1000,60,nuevo,1,2/6/2021,
Nata Vigne,40-172-6539,5500,60,nuevo,1,4/12/2020,Noa
Denise Burnapp,08-467-5870,4500,60,renovacion,1,12/9/2019,
Siward Kem,76-870-1425,4500,13,reestructutacion,1,2/18/2021,Luis
Loleta Figura,17-697-6788,2000,60,renovacion,1,4/22/2019,Juan
Rubetta Ings,29-945-6682,3000,27,reestructutacion,1,12/11/2020,Belen
Kimberley Wabb,25-296-2228,1500,60,renovacion,1,12/18/2019,Monica
Ricoriki Woodfin,24-162-0701,3500,60,renovacion,1,7/17/2020,Alvaro
Ezmeralda Bigland,50-950-6653,3000,60,reestructutacion,1,5/1/2019,Sandra
Krystle Devenport,48-017-7276,2000,13,renovacion,1,1/30/2022,Daniel
Shawn Grooby,36-004-6557,5500,27,renovacion,1,1/22/2022,Rafael
Masha Larrington,04-369-4856,5500,13,nuevo,1,10/6/2021,Fabiola
Oliver Gasken,82-175-1736,5000,40,nuevo,,5/5/2020,Belen
Cristina Fancott,47-418-8715,2500,27,reestructutacion,1,5/25/2020,Fanny
Katrina Denness,07-642-7252,2000,27,nuevo,1,7/1/2020,Miguel
Eirena Giraudat,94-776-7530,4500,60,nuevo,1,8/9/2019,Noa
Inna Wiz,23-096-9821,3500,60,nuevo,1,2/15/2020,Felipe
Trenton Coskerry,61-007-9732,3000,40,nuevo,,7/15/2019,Jorge
Marcia Thurlow,24-387-3565,3000,60,renovacion,1,3/7/2021,Luis
Lorianna Tonn,30-991-9825,2500,60,renovacion,,4/14/2020,Efraín
Konrad Blaber,41-388-4604,1000,13,nuevo,1,2/19/2022,Rafael
Lolita Tease,69-266-0123,2000,27,renovacion,1,4/17/2020,Rafael
Dinny Hitter,92-619-9221,3500,13,renovacion,1,4/25/2020,Rafael
Salem Jeeks,64-139-7978,1500,27,nuevo,1,1/20/2020,Fabiola
Del Pashley,73-870-6251,1000,13,nuevo,1,3/2/2021,Felipe
Zuzana Van der Veldt,35-177-4217,5000,40,reestructutacion,1,11/19/2019,Luis
Monty Westphalen,41-611-6038,6000,27,renovacion,1,6/17/2021,Cristobal
Noelle Daniellot,23-278-7133,1500,60,renovacion,1,12/20/2020,Jorge
Rebecka Krimmer,95-316-2207,5000,13,nuevo,1,10/3/2021,Fanny
Mikey Warlock,51-355-2094,5000,13,renovacion,1,9/7/2019,Monica
Keri Welds,49-893-9292,2500,13,reestructutacion,1,11/7/2020,Natali
Eldredge Lagen,64-313-7123,6000,40,nuevo,,4/9/2021,Anthony
Rose Cobbin,33-024-8193,5000,40,nuevo,1,1/4/2021,Alvaro
Norbie Rowntree,55-394-1822,2500,60,renovacion,1,3/17/2020,Alvaro
Hale Radborne,43-626-4153,5000,60,nuevo,1,3/5/2022,Aketzali
Albrecht Codner,53-704-6003,2000,60,reestructutacion,1,12/28/2021,Jorge
Renell Calvert,41-471-4890,2000,60,nuevo,1,8/18/2021,Mitchel
Vittorio Loughnan,75-757-0607,4500,13,reestructutacion,1,11/16/2019,Felipe
Frants Quested,36-855-7325,2000,40,nuevo,1,3/18/2022,Efraín
Devlen McBay,42-684-4883,5500,27,reestructutacion,,6/24/2020,Jose
Ginny Senett,28-593-9104,3500,60,renovacion,1,8/19/2020,Luis
Ardisj Hayes,70-465-5761,3000,13,reestructutacion,,7/11/2021,Horacio
Rolph Trudgeon,45-711-6727,4000,40,reestructutacion,,10/28/2020,Perla
Brit McGuiney,68-644-0009,4500,13,renovacion,1,4/10/2021,Felipe
Gideon Nassie,81-710-2554,5500,60,renovacion,1,3/9/2022,Belen
Eda Hakeworth,98-351-4095,2000,27,renovacion,1,4/30/2020,Rafael
Berni Coombe,75-600-4752,2500,13,renovacion,1,4/2/2020,Saul
Cherri Rizzello,96-624-5661,5500,13,renovacion,1,8/17/2019,Alvaro
Barb Gluyus,26-684-2324,3000,60,renovacion,1,5/15/2019,Alvaro
Chaddy Skillanders,41-527-1959,1500,40,nuevo,1,11/4/2020,Dulce
Barnett Thexton,14-993-7426,1500,40,nuevo,,1/24/2021,Francisco
Nowell Towson,42-438-1651,4000,13,renovacion,1,5/13/2019,Anthony
Josefina Meriot,22-534-1481,4000,13,nuevo,1,7/17/2020,Mitchel
Rachelle Chesswas,83-029-0071,2500,27,nuevo,,6/28/2020,Jose
Paolo Ahrendsen,86-593-1195,3500,40,renovacion,1,12/20/2019,Rafael
Ashton Espinal,65-456-9911,3000,13,reestructutacion,1,7/1/2019,Aketzali
Shaina Larway,87-580-1322,1500,60,nuevo,,1/8/2020,Aketzali
Reese Hrihorovich,51-209-4557,2000,60,nuevo,1,4/26/2020,Ismael
Lanny Muro,00-054-8486,4500,40,reestructutacion,1,8/20/2019,Rosa
Elton Brick,70-311-9413,1500,60,nuevo,1,8/4/2020,Jose
Dermot Danihelka,89-257-9535,1500,13,renovacion,1,2/24/2021,Belen
Shell Fair,66-073-4944,2500,13,nuevo,1,11/10/2021,Daniel
Ealasaid Elfe,30-416-5194,5500,60,renovacion,1,4/14/2021,Saul
Aubert Oldrey,59-870-7166,3500,40,renovacion,1,8/31/2020,Francisco
Ignazio Hamel,53-613-5112,2000,13,reestructutacion,,6/9/2021,Jose
Benny Heigho,04-121-3247,4500,40,reestructutacion,1,10/25/2019,Juan
Meridel Flaune,16-272-3292,2000,27,nuevo,1,12/27/2019,Jorge
Emylee Coolahan,58-089-3356,3500,27,renovacion,1,2/11/2021,Saul
Efren Cannon,82-808-9343,4000,40,renovacion,1,6/12/2021,Heber
Lucho Georgi,76-188-2258,3500,27,reestructutacion,,2/23/2022,Cristobal
Philis Broune,93-301-4906,4000,40,renovacion,1,4/4/2020,Heber
Antoinette Kocher,90-377-8522,4000,60,reestructutacion,,11/28/2021,Jose
Ray Sawl,85-360-3168,3000,60,nuevo,1,10/21/2021,Grisel
Joelly Ream,40-036-7154,2500,60,reestructutacion,,6/8/2020,Ángel
Skippy Cicconettii,79-298-1120,3000,13,renovacion,1,9/15/2019,Fabiola
Che Guiraud,87-960-0923,3000,27,renovacion,,8/19/2020,Horacio
Adella Slesser,01-797-3052,5500,27,nuevo,1,6/12/2021,Efraín
Natalie Aspall,95-127-3339,3000,60,reestructutacion,1,10/9/2020,Ismael
Emilio McCaughren,46-426-3134,5500,60,reestructutacion,1,10/21/2019,Efraín
Edmon Lynd,62-187-1804,5500,60,nuevo,1,7/31/2020,Aketzali
Frasco Fruish,45-040-0567,3000,60,renovacion,1,5/30/2019,Fanny
Lynda Mersey,47-397-2005,3500,13,reestructutacion,1,12/12/2021,Fabiola
Morrie Comer,27-224-7645,1500,60,reestructutacion,1,11/29/2019,Saul
Chelsae Lakenton,79-431-8956,3000,40,renovacion,1,6/11/2020,Efraín
Jimmy North,54-947-8994,1500,40,renovacion,,10/11/2021,Fabiola
Aharon Gobbett,08-701-2297,5500,60,nuevo,1,7/3/2019,Jose
Thomasin Saldler,47-847-2432,3000,60,renovacion,1,5/26/2020,Grisel
Shell Rainger,32-417-9139,4000,27,reestructutacion,1,12/2/2021,Alvaro
Bradley Link,29-303-2142,1500,60,nuevo,1,8/4/2020,Belen
Essa Rickett,45-105-2336,1500,40,reestructutacion,1,2/26/2020,Fabiola
Beale Dumphries,28-273-0900,2000,13,renovacion,1,6/27/2021,Ismael
Francesco Matushevich,96-011-6573,2000,13,nuevo,1,3/8/2020,Noa
Gibbie Woolmore,98-496-6622,4000,13,nuevo,1,3/12/2020,Rafael
Dolores Farquar,31-140-1071,3000,60,renovacion,,4/7/2020,Anthony
Osbourne Glasscock,14-135-8219,5500,27,renovacion,1,3/13/2020,Grisel
Orelee McCathay,30-787-6913,5500,60,nuevo,1,12/24/2019,Fabiola
Abbey Swaite,17-094-4661,1500,60,renovacion,1,8/24/2021,Noa
Crosby Parmley,22-297-4037,2500,13,reestructutacion,,5/17/2021,Luis
Meriel Lunam,08-302-9823,3500,27,nuevo,1,12/7/2021,Belen
Virgie McLeary,90-903-4697,2000,60,nuevo,,11/17/2020,Sandra
Granthem Gherarducci,08-033-4392,5500,13,nuevo,,10/17/2019,Fabiola
Claresta Ewols,10-423-8903,1500,13,reestructutacion,,10/22/2020,Grisel
Gordan Kimmons,40-698-1769,5500,40,renovacion,1,10/15/2020,Heber
Kennan Tesoe,96-671-7236,3000,13,renovacion,,7/29/2020,Dulce
Carol Tanswill,32-799-5736,3500,13,nuevo,1,9/29/2019,Horacio
Maddie Callan,58-543-3866,5500,40,reestructutacion,1,1/26/2020,Natali
Derrik Lavrick,92-064-1447,5500,27,reestructutacion,1,4/26/2020,Aketzali
Tyrone McGooch,72-810-4049,5500,13,nuevo,1,6/21/2021,Ismael
Ronica Udell,26-365-9070,1500,13,reestructutacion,1,10/8/2019,Cristobal
Katusha Chittie,89-474-1427,3000,60,renovacion,1,4/5/2021,Daniel
Hubie Deacock,02-148-3886,2000,40,nuevo,,10/4/2021,Mitchel
Jasmina Blaszczak,19-708-7535,6000,60,nuevo,1,6/27/2021,Dulce
Sophronia Collie,94-237-3256,6000,27,nuevo,1,11/14/2019,Miguel
Editha Budibent,92-279-3480,3000,60,renovacion,1,2/3/2022,Anthony
Lion Escoffier,86-187-7400,3500,40,reestructutacion,1,10/12/2020,Felipe
Alberik Lancetter,35-063-3775,5500,27,reestructutacion,1,9/29/2021,Saul
Molli McNamee,29-370-0550,5000,60,nuevo,1,3/28/2020,Rafael
Cary Coysh,51-406-5754,4500,27,reestructutacion,,11/9/2020,Cristobal
Onfre Penhaleurack,01-491-6840,5000,40,renovacion,1,3/30/2021,Luis
Jaimie Kettell,51-755-4409,2000,27,nuevo,1,5/30/2019,Juan
Salomone Voff,40-324-8882,2000,13,reestructutacion,1,12/17/2020,Grisel
Barty Feenan,04-750-7547,4000,27,renovacion,1,6/2/2021,Monica
Wenona Benedicte,77-576-9300,3500,13,reestructutacion,1,9/22/2020,Blas
Flor Hardiman,96-160-9159,6000,27,nuevo,,5/20/2019,Juan
Ellary Braker,81-611-5528,4000,27,nuevo,1,9/14/2019,Horacio
Avictor Pittock,54-385-0965,1000,60,nuevo,1,8/10/2019,Natali
Bernardina Hurt,28-453-6099,2000,40,renovacion,1,7/5/2019,Ángel
Catrina Willshere,77-690-8262,1000,40,nuevo,1,12/5/2019,Belen
Xenos Issacson,47-033-4452,1000,40,reestructutacion,1,6/17/2020,Natali
Vergil Curston,11-749-9521,3000,60,nuevo,,9/12/2020,Blas
Neil Astlatt,41-611-7289,3500,13,renovacion,1,7/10/2019,Sandra
Gerald Broxton,42-442-2782,2000,27,reestructutacion,1,11/20/2020,Efraín
Sky Alvarado,48-979-6023,1500,40,reestructutacion,1,10/12/2021,Francisco
Percival Patel,97-775-1678,6000,13,reestructutacion,,6/30/2021,Cristobal
Leigh Mistry,17-909-5726,4500,60,renovacion,1,9/30/2019,Anthony
Dulci Allans,42-308-6622,1500,27,reestructutacion,1,8/26/2019,Natali
Windy Flemmich,06-394-2119,5000,27,renovacion,1,4/3/2021,Grisel
Lenard Caulkett,87-470-8166,2000,13,reestructutacion,,6/25/2019,Sandra
Lia Espadater,76-660-5197,4500,60,reestructutacion,1,5/29/2019,Heber
Joli Creavan,27-869-8260,4000,27,reestructutacion,1,7/30/2019,Blas
Thorstein McAllan,78-701-7182,5500,60,nuevo,1,5/29/2020,Alvaro
Leyla Spieght,54-540-7834,2000,27,nuevo,1,3/2/2022,Miguel
Micheal MacGraith,55-856-3303,2500,13,renovacion,1,1/22/2022,Dulce
Kizzee Joska,28-202-8898,6000,40,reestructutacion,1,3/1/2021,Anthony
Berkley Guidera,28-040-4140,3000,27,renovacion,1,4/23/2019,Grisel
Austen Lavery,22-548-5005,1000,40,renovacion,,10/1/2019,Noa
Chickie Pickin,96-779-5722,2000,40,reestructutacion,,4/13/2022,Mitchel
Ephraim Gadsden,07-223-2540,4500,27,nuevo,1,3/17/2020,Perla
Mallorie Batthew,98-002-0337,3500,13,renovacion,1,1/12/2020,Jose
Joan Paullin,10-785-9107,2000,40,reestructutacion,1,11/4/2021,Rafael
Ines Durham,15-995-1362,2000,13,renovacion,1,3/15/2021,Blas
Whittaker Feild,14-185-2657,4000,40,nuevo,,10/22/2021,Jorge
Nona Kobu,90-000-3033,5000,60,reestructutacion,1,7/19/2019,Perla
Lucius Ference,70-034-9650,2500,27,nuevo,1,8/31/2021,Blas
Dian Castenda,41-795-9263,4000,40,nuevo,1,2/2/2021,Noa
Rich Hamshaw,15-776-9135,2000,40,nuevo,1,2/7/2021,Blas
Tallulah Milland,72-942-5001,5000,40,reestructutacion,1,8/23/2021,
Stillman Greenhead,25-902-4066,1500,27,reestructutacion,,10/20/2020,Cristobal
Boigie Harp,48-212-7644,6000,40,renovacion,1,5/22/2019,Aketzali
Lowe Kitchinghan,19-482-0063,5000,60,nuevo,1,2/3/2021,Juan
Kimbra Daily,85-899-3114,2500,27,reestructutacion,1,12/5/2021,Felipe
Madel McKnockiter,47-028-5654,1500,40,nuevo,1,6/27/2019,Anthony
Trista Wyett,00-606-2763,5000,27,reestructutacion,,12/21/2019,Cristobal
Rock Jorgensen,52-112-6359,3500,27,reestructutacion,1,11/5/2020,Alvaro
Ardyth Sketh,85-819-2985,1500,27,reestructutacion,1,1/26/2021,Perla
Duff Snadden,37-795-6898,4500,13,renovacion,1,12/24/2021,Francisco
Theresina Pinchbeck,00-576-8656,2500,13,reestructutacion,1,11/23/2020,Ángel
Lee Cudworth,21-722-3446,3500,40,renovacion,1,6/24/2019,Fanny
Thorndike Benediktsson,27-492-0013,6000,27,nuevo,,3/8/2022,Heber
Reid Maccaig,75-727-1331,1000,27,renovacion,,3/22/2022,Blas
Fairfax Vanyutin,73-818-4574,5500,40,reestructutacion,,7/7/2021,Juan
Burlie Livett,42-688-4385,4000,60,nuevo,,9/21/2020,Perla
Yale Hamson,71-499-4763,3000,13,reestructutacion,1,7/5/2021,Francisco
Dorrie MacConnal,12-280-2377,2500,40,reestructutacion,1,11/18/2020,Belen
Inglis Taylor,39-109-3331,2000,13,renovacion,1,4/21/2021,Anthony
Ernst Fowlston,97-649-9588,4000,13,nuevo,1,8/22/2019,Juan
Maud Havenhand,13-652-7584,1500,40,renovacion,1,4/22/2020,Belen
Eugenia Alker,01-901-3443,4500,27,renovacion,,1/11/2021,Blas
Nichols Rothchild,88-793-5360,4000,60,nuevo,1,1/18/2020,Daniel
Des Tassell,99-300-8178,5500,13,reestructutacion,1,12/28/2020,Noa
Geoffry Dorning,87-590-4805,4500,27,renovacion,,4/30/2020,Ismael
Mella Tuffley,69-830-4954,5500,13,renovacion,1,5/26/2020,Monserrat
Corrie Flatman,67-334-5105,2000,13,reestructutacion,1,2/11/2021,Fanny
Reuben O'Hearn,33-633-4328,5000,27,reestructutacion,1,11/6/2021,Aketzali
Sara-ann Finders,09-668-9717,1000,27,reestructutacion,1,3/20/2022,Perla
Milty Kalaher,48-772-5347,3500,60,nuevo,1,3/8/2022,
Benoit Dreigher,75-468-5503,3000,60,nuevo,,2/27/2021,Francisco
Skye Sowerby,05-999-8229,1000,40,nuevo,1,11/28/2019,Blas
Sherilyn Kneeland,71-925-5453,5000,40,renovacion,1,12/4/2021,Dulce
Nerita Cuppleditch,45-619-2304,2000,13,reestructutacion,1,12/29/2020,Noa
Winthrop Finn,50-947-1378,3000,40,nuevo,1,5/2/2019,Rosa
Gregory Attwooll,39-015-3487,1500,13,nuevo,,3/25/2020,Monica
Devland Trollope,68-692-5957,3500,40,reestructutacion,1,7/14/2019,Rosa
Guthrie Hryniewicki,73-650-9186,2000,60,reestructutacion,1,7/24/2021,Monserrat
Tades O'Geneay,73-620-6134,3500,60,renovacion,1,12/26/2019,Juan
Micki McConnulty,58-637-5725,5000,40,renovacion,1,11/2/2019,Francisco
Artemus Henrique,07-896-3100,3500,13,nuevo,1,2/12/2021,Rafael
Nanice Spellworth,62-924-7269,5500,60,nuevo,1,10/27/2020,Belen
Kareem Delmonti,58-703-2832,2500,27,nuevo,1,7/13/2021,Efraín
Bessie Swanton,82-631-1561,6000,13,nuevo,,6/13/2020,Horacio
Dorelia Mealham,43-862-9862,5500,13,reestructutacion,,7/5/2021,Natali
Cly Bowden,80-862-9527,1000,40,nuevo,1,3/5/2021,Ismael
Celestina Jakubiak,58-318-4749,1500,27,renovacion,,12/11/2020,Rosa
Salim Ivery,13-140-5330,1500,13,renovacion,,10/30/2019,Ángel
Roarke Rolston,81-839-8355,3000,27,renovacion,,9/18/2021,Aketzali
Izak Simonini,93-138-0467,3500,13,reestructutacion,1,2/1/2021,Sandra
Guss Feaver,35-267-8619,6000,27,renovacion,1,7/26/2021,Fanny
